,placa,ESTADO_VENTA,Marca,Referencia,Modelo,KILOMETRAJE,id_veh,PRECIO_VENTA,Clase,valor_asegurado,Ciudad
4579,QTA094,Nuevos,Byd,Seagull,2025,,11101033,86990000.0,AUTOMOVIL,80900.0,Pereira
4580,SHC814,Usados,Volkswagen,Voyage,2021,1.0,9201265,50900000.0,AUTOMOVIL,50900.0,Cúcuta
4581,NGZ104,Usados,Chevrolet,Spark [3],2013,,1601240,28600000.0,AUTOMOVIL,30100.0,Cartagena
4582,DMC293,Usados,Mazda,3 [3],2016,60528.0,5601141,59400000.0,AUTOMOVIL,51600.0,Cúcuta
4583,YRC968,Usados,Chevrolet,Spark [3],2014,,1601274,31100000.0,AUTOMOVIL,30800.0,Bogotá
4584,CPX072,Usados,Renault,Duster,2016,,8008006,51800000.0,CAMPERO,48500.0,Soacha
4585,RFZ852,Usados,Nissan,X Trail,2012,,6408088,46900000.0,CAMPERO,43200.0,Medellín
4586,TKZ479,Usados,Chevrolet,Aveo Emotion,2011,,1601232,26000000.0,AUTOMOVIL,25100.0,Santa Marta
4587,MJW335,Nuevos,Jmc,Jx,2022,54368.0,15804026,94100000.0,CAMION,94100.0,Barranquilla
4588,BQO178,Usados,Chevrolet,Aveo Emotion,2012,,1601205,26100000.0,AUTOMOVIL,26500.0,Cali
4589,MFA712,Nuevos,,,2020,,5806063,121700000.0,CAMIONETA PASAJ.,107200.0,Bogotá
4590,OLS663,Usados,Suzuki,Swift [3],2023,,8801052,54183333.0,AUTOMOVIL,49600.0,Bucaramanga
4591,AGH227,Nuevos,Kia,Niro,2025,,78144,151990000.0,,,Barranquilla
4592,CWY819,Usados,Ford,Ecosport [2],2015,116390.0,3006127,48800000.0,CAMIONETA PASAJ.,43400.0,Bucaramanga
4593,QOP135,Nuevos,Renault,Kwid,2020,,8001195,38500000.0,AUTOMOVIL,34200.0,Medellín
4594,KEZ501,Usados,Nissan,Np 300 Frontier [2],2018,,6421064,120300000.0,PICKUP DOBLE CAB,87500.0,Ibagué
4595,KQD846,Usados,Chevrolet,Sail,2016,,1601280,31400000.0,AUTOMOVIL,31300.0,Cali
4596,KRY610,Nuevos,Karry,Yoyo,2023,0.0,41807001,66990000.0,CAMIONETA REPAR,46500.0,Bogotá
4597,TSM068,Usados,Subaru,Forester [4],2014,,8608068,68760000.0,CAMPERO,59100.0,Medellín
4598,XGS366,Nuevos,Renault,Logan [2],2018,,8001189,39900000.0,AUTOMOVIL,36600.0,Barranquilla
4599,NCD554,Usados,Suzuki,Swift [3],2019,,8801027,45400000.0,AUTOMOVIL,44100.0,Cartagena
4600,HPB815,Nuevos,Volkswagen,Gol [5],2022,,9201161,58490000.0,AUTOMOVIL,0.0,Cali
4601,CNQ254,Nuevos,Mazda,Cx5 [fl],2020,35315.0,5606090,124800000.0,CAMIONETA PASAJ.,107200.0,Soacha
4602,TTP059,Usados,Nissan,Kicks,2022,,6406141,89000000.0,CAMIONETA PASAJ.,79400.0,Cartagena
4603,ZGJ215,Usados,Chevrolet,Spark [3],2015,,1601274,35335500.0,AUTOMOVIL,32600.0,Bogotá
4604,HCG735,Usados,Mazda,Cx30,2022,,5606100,109300000.0,CAMIONETA PASAJ.,87700.0,Bogotá
4605,UOT824,Nuevos,Chevrolet,Captiva,2015,,1606221,41800000.0,CAMIONETA PASAJ.,36600.0,Cúcuta
4606,QSX793,Nuevos,Peugeot,5008,2019,,6806046,115300000.0,CAMIONETA PASAJ.,100900.0,Cúcuta
4607,NQM729,Nuevos,Kia,K3 Cross,2025,,4601831,101990000.0,,,Soacha
4608,ZUM689,Usados,Kia,Seltos,2022,14190.0,4606144,102900000.0,CAMIONETA PASAJ.,89500.0,Villavicencio
4609,QGX577,Nuevos,Mazda,2 [2],2023,,5601190,68500000.0,AUTOMOVIL,74500.0,Medellín
4610,ZXB716,Usados,Mazda,2 [2],2020,,5601171,64500000.0,AUTOMOVIL,61200.0,Bogotá
4611,WHQ725,Nuevos,Ford,Ranger,2022,,3021072,110000000.0,PICKUP DOBLE CAB,0.0,Soledad
4612,FHU191,Usados,Chevrolet,Sail,2017,,1601256,33900000.0,AUTOMOVIL,32000.0,Soledad
4613,ONQ164,Nuevos,Byd,Seagull,2025,,11101032,76990000.0,AUTOMOVIL,73500.0,Cartagena
4614,JVU571,Nuevos,Nissan,Frontier [2] [fl],2023,1.0,6406144,140000000.0,CAMIONETA PASAJ.,138100.0,Soledad
4615,HBC851,Usados,Ford,Escape [3] [fl],2013,,3008052,62200000.0,CAMPERO,48900.0,Bogotá
4616,TSE447,Usados,Mercedes Benz,Glb 200,2022,,5806080,185000000.0,CAMIONETA PASAJ.,157300.0,Soledad
4617,NQQ271,Usados,Mitsubishi,Asx [fl],2016,29555.0,6206079,61100000.0,CAMIONETA PASAJ.,62400.0,Bogotá
4618,UXH557,Nuevos,Volkswagen,Gol [7],2019,,9201222,42500000.0,AUTOMOVIL,41000.0,Cúcuta
4619,TKL488,Nuevos,Nissan,Np 300 Frontier [2],2019,,6421067,108400000.0,PICKUP DOBLE CAB,97100.0,Bogotá
4620,CAY201,Nuevos,Volkswagen,Virtus,2021,,9201255,68600000.0,AUTOMOVIL,62400.0,Ibagué
4621,DUG140,Usados,Renault,Logan [2],2015,,8001137,30200000.0,AUTOMOVIL,30100.0,Medellín
4622,WCS469,Usados,Renault,Captur,2019,9939.0,8006056,73800000.0,CAMIONETA PASAJ.,65000.0,Cartagena
4623,GVY757,Usados,Renault,Duster,2019,,8008014,64225000.0,CAMPERO,62100.0,Medellín
4624,OIK906,Usados,Mercedes Benz,Cla 180,2017,,5801301,87900000.0,AUTOMOVIL,87900.0,Medellín
4625,GLE170,Usados,,,2022,,14311015,58336465.116,CHASIS,0.0,Bogotá
4626,VLE635,Usados,Suzuki,S-cross,2022,,8806018,76000000.0,CAMIONETA PASAJ.,72600.0,Villavicencio
4627,VRB412,Usados,Chevrolet,Beat,2019,48172.0,1601322,38900000.0,AUTOMOVIL,38700.0,Cali
4628,BGX447,Usados,,,2020,,8001153,33160000.0,AUTOMOVIL,0.0,Cartagena
4629,APB956,Usados,,,2023,1319.0,8001222,50000000.0,AUTOMOVIL,0.0,Soledad
4630,KAL038,Nuevos,Jmc,Jx,2023,0.0,15804023,98890000.0,CAMION,94500.0,Bogotá
4631,ZKG690,Usados,Jac,S2,2019,,11306015,49900000.0,CAMIONETA PASAJ.,47000.0,Bogotá
4632,CTE910,Nuevos,Foton,Fqr,2022,,18904067,162000000.0,CAMION,176500.0,Medellín
4633,AEX934,Nuevos,Jmc,Jx,2022,63.0,15804023,84200000.0,CAMION,84200.0,Soledad
4634,TDB180,Nuevos,Foton,Fqr,2022,,18904067,154700000.0,CAMION,176500.0,Cartagena
4635,FPH191,Usados,Chevrolet,Tracker,2015,119025.0,1606224,44900000.0,CAMIONETA PASAJ.,40000.0,Cali
4636,CQX270,Nuevos,Jac,Hfc1036kn,2024,5787.0,11304048,121990000.0,CAMION,0.0,Ibagué
4637,KXI701,Usados,Kia,Sportage [4],2017,,2229,86991000.0,,,Barranquilla
4638,GUW338,Usados,Renault,Stepway,2015,,3246,35162500.0,,,Ibagué
4639,JKM159,Nuevos,Honda,X-adv,2024,,3417215,65990000.0,MOTOCICLETA,56700.0,Cartagena
4640,GDK847,Usados,Chevrolet,Spark [3],2013,,1601239,28200000.0,AUTOMOVIL,30000.0,Bogotá
4641,BNU799,Nuevos,Mercedes Benz,A 250,2015,0.0,5801280,78900000.0,AUTOMOVIL,70500.0,Cali
4642,OYW965,Usados,Chevrolet,Tracker,2014,,1606222,41700000.0,CAMIONETA PASAJ.,37100.0,Bogotá
4643,XDS030,Usados,Nissan,March,2016,,2740,35620000.0,,,Ibagué
4644,ZVV151,Usados,,,2022,,5601170,84892190.832,AUTOMOVIL,0.0,Barranquilla
4645,HVP652,Usados,Mercedes Benz,C 200,2017,12650.0,5801315,126000000.0,AUTOMOVIL,102800.0,Cúcuta
4646,IPA294,Usados,Renault,Duster,2019,,8006052,57500000.0,CAMIONETA PASAJ.,58700.0,Bogotá
4647,RGE333,Nuevos,Ktm,200,2024,,17417068,17490000.0,MOTOCICLETA,16600.0,Bogotá
4648,FSN861,Usados,Mercedes Benz,A 200,2020,34491.0,5801328,109400000.0,AUTOMOVIL,97800.0,Cartagena
4649,MXN760,Nuevos,Mazda,Cx30,2022,0.0,5606099,128500000.0,CAMIONETA PASAJ.,92100.0,Cartagena
4650,FTW641,Nuevos,Nissan,Frontier [2] [fl],2022,,6406144,140000000.0,CAMIONETA PASAJ.,128700.0,Medellín
4651,GPY430,Nuevos,Mercedes Benz,Gle 450,2023,,5806073,399900000.0,CAMIONETA PASAJ.,325600.0,Bogotá
4652,MFN005,Nuevos,Volkswagen,Nivus,2021,,9206082,88100000.0,CAMIONETA PASAJ.,72800.0,Cartagena
4653,PFS852,Nuevos,Jeep,Cherokee [4],2015,,4206058,87000000.0,CAMIONETA PASAJ.,63800.0,Medellín
4654,DAN145,Usados,Mazda,3 [3],2016,,5601143,65400000.0,AUTOMOVIL,59800.0,Medellín
4655,IVJ520,Nuevos,Ford,Ranger [5] [fl],2022,,3021085,264990000.0,PICKUP DOBLE CAB,225900.0,Cali
4656,ZJW585,Nuevos,Karry,Yoyo,2024,0.0,41807001,55990000.0,CAMIONETA REPAR,49800.0,Barranquilla
4657,XVW569,Nuevos,Volkswagen,T-cross,2021,,9206077,91800000.0,CAMIONETA PASAJ.,79000.0,Bogotá
4658,BYF816,Usados,Chevrolet,Beat,2019,,1601322,38900000.0,AUTOMOVIL,38700.0,Medellín
4659,JXW290,Usados,Chevrolet,Optra,2012,,1601214,26000000.0,AUTOMOVIL,26900.0,Bogotá
4660,XKN547,Nuevos,Kia,Seltos,2025,,4606164,114990000.0,CAMIONETA PASAJ.,112500.0,Barranquilla
4661,CPZ625,Nuevos,Kia,Picanto [3],2025,,4601332,58990001.0,AUTOMOVIL,57700.0,Villavicencio
4662,ZWI469,Usados,Renault,Kangoo,2021,,8007020,52217000.0,CAMIONETA REPAR,50800.0,Bucaramanga
4663,MKZ398,Nuevos,Renault,Duster [2],2022,,8006065,77300000.0,CAMIONETA PASAJ.,72900.0,Cali
4664,ZKG419,Nuevos,Hyundai,Getz [2],2023,0.0,3201376,67000000.0,AUTOMOVIL,60400.0,Cúcuta
4665,VWK057,Nuevos,Kia,Rio,2020,,4601258,58500000.0,AUTOMOVIL,52700.0,Cartagena
4666,COY004,Usados,Renault,Duster,2022,,3259,72000000.0,,,Bogotá
4667,CMF679,Usados,Renault,Captur,2021,,8006056,85300000.0,CAMIONETA PASAJ.,74800.0,Bogotá
4668,EYC333,Nuevos,Volkswagen,Gol [6],2022,16245.0,9201264,53700000.0,AUTOMOVIL,51000.0,Bucaramanga
4669,FFN727,Nuevos,Bmw,F 900,2024,,817081,62990000.0,MOTOCICLETA,59800.0,Soledad
4670,IDJ519,Usados,Toyota,Fortuner [2],2017,,9008170,146400000.0,CAMPERO,128800.0,Santa Marta
4671,PFT865,Nuevos,Kia,K3 Cross,2025,,4601831,94990000.0,,,Bucaramanga
4672,ZKK551,Nuevos,Jmc,Jx,2023,0.0,15804023,93990000.0,CAMION,94500.0,Ibagué
4673,CKQ776,Nuevos,Bmw,G 310,2023,,817069,29200000.0,MOTOCICLETA,29500.0,Bogotá
4674,SID969,Nuevos,Ford,Ranger [3],2023,20035.0,3021082,159800000.0,PICKUP DOBLE CAB,160000.0,Bucaramanga
4675,GTG368,Nuevos,Chevrolet,Sail,2018,0.0,1601280,36000000.0,AUTOMOVIL,34400.0,Cúcuta
4676,BRF904,Nuevos,Foton,Frr-s,2022,,18904066,134990000.0,CAMION,162300.0,Ibagué
4677,CFW713,Nuevos,Foton,Fkr,2024,0.0,18912106,139990000.0,FURGON,136200.0,Cali
4678,URK503,Usados,Mazda,3 [3],2016,59681.0,5601143,65400000.0,AUTOMOVIL,59800.0,Bogotá
4679,FXV113,Nuevos,Ram,V700,2023,,40807001,64500000.0,CAMIONETA REPAR,43700.0,Barranquilla
4680,QKS759,Nuevos,Mitsubishi,Eclipse Cross,2021,6404.0,6206095,122900000.0,CAMIONETA PASAJ.,106300.0,Cali
4681,VLZ332,Nuevos,Ford,Ranger,2023,,3021075,181990000.0,PICKUP DOBLE CAB,135000.0,Cartagena
4682,IXC502,Usados,Citroen,C4 [2],2023,,1806037,86764368.0,CAMIONETA PASAJ.,71900.0,Cali
4683,IZE947,Nuevos,Chevrolet,Onix [2],2023,,1601340,67190000.0,AUTOMOVIL,65900.0,Soacha
4684,IYW206,Usados,Kia,Cerato [fl],2016,,4601184,51200000.0,AUTOMOVIL,51300.0,Bogotá
4685,ZZQ030,Usados,Chevrolet,Spark [3],2018,,1601308,31400000.0,AUTOMOVIL,29200.0,Medellín
4686,DAE731,Usados,Renault,Logan,2015,,8001135,28200000.0,AUTOMOVIL,27600.0,Bogotá
4687,MWX732,Usados,Chevrolet,Spark [3],2017,,1601274,35000000.0,AUTOMOVIL,35600.0,Santa Marta
4688,HRL457,Usados,Hyundai,Creta [fl],2022,23524.0,3206119,80300000.0,CAMIONETA PASAJ.,78600.0,Soledad
4689,JST725,Nuevos,Nissan,Versa [2],2022,,6401244,77100000.0,AUTOMOVIL,70200.0,Bogotá
4690,KEK746,Usados,Kia,Rio R,2015,,4601160,38400000.0,AUTOMOVIL,35100.0,Medellín
4691,IDL840,Usados,Chevrolet,Spark [3],2018,,1601308,31400000.0,AUTOMOVIL,29200.0,Cali
4692,DLU305,Nuevos,Foton,Fhr,2025,80.0,18904085,109990000.0,CAMION,107300.0,Ibagué
4693,INM000,Usados,Mazda,Cx5 [fl],2022,25139.0,5606090,144200000.0,CAMIONETA PASAJ.,123400.0,Barranquilla
4694,EXW681,Usados,Chevrolet,Spark [3],2013,,1601240,28600000.0,AUTOMOVIL,30100.0,Medellín
4695,DFE893,Usados,,,2021,87206.0,4206032,120000000.0,CAMIONETA PASAJ.,0.0,Medellín
4696,ONC947,Usados,Volkswagen,Tiguan [fl],2012,,9208011,55300000.0,CAMPERO,46300.0,Cúcuta
4697,BZO976,Usados,Chevrolet,Beat,2019,,1601322,38900000.0,AUTOMOVIL,38700.0,Cúcuta
4698,NUM937,Nuevos,Hino,Gh,2022,,3704030,288000000.0,CAMION,288000.0,Barranquilla
4699,YTL457,Usados,Kia,Rio R,2016,,4601203,40700000.0,AUTOMOVIL,37500.0,Cúcuta
4700,XGD337,Usados,,,2022,42490.0,8006073,68000000.0,CAMIONETA PASAJ.,0.0,Bogotá
4701,DBI421,Usados,Renault,Logan [2],2018,87850.0,8001183,40200000.0,AUTOMOVIL,41200.0,Medellín
4702,TJQ496,Usados,Ford,Ecosport [2],2015,69403.0,3006127,48800000.0,CAMIONETA PASAJ.,43400.0,Barranquilla
4703,LLZ291,Nuevos,Suzuki,Swift [4],2020,0.0,8801053,46900000.0,AUTOMOVIL,47100.0,Ibagué
4704,RJV687,Nuevos,Ford,Fiesta [4],2014,0.0,3001079,38200000.0,AUTOMOVIL,0.0,Santa Marta
4705,VNY210,Usados,,,2015,99240.0,3001137,20000000.0,AUTOMOVIL,36800.0,Cúcuta
4706,MAL715,Usados,Renault,Stepway,2020,30899.0,8001209,53100000.0,AUTOMOVIL,51700.0,Santa Marta
4707,SVL751,Usados,Renault,Koleos [1],2009,,8008003,37800000.0,CAMPERO,33500.0,Bogotá
4708,JAF565,Nuevos,Fiat,Mobi,2022,0.0,2801151,45500000.0,AUTOMOVIL,39600.0,Cartagena
4709,CDJ646,Nuevos,Dodge,Journey,2015,732.0,2406045,54000000.0,CAMIONETA PASAJ.,44500.0,Barranquilla
4710,HVE822,Usados,Mercedes Benz,Glc 250,2019,39678.0,5806065,165100000.0,CAMIONETA PASAJ.,176100.0,Cali
4711,MXH619,Nuevos,Foton,Fkr,2025,,18904083,137990000.0,CAMION,136300.0,Bogotá
4712,CZO390,Usados,Mazda,3 [3],2018,,5601143,75600000.0,AUTOMOVIL,66500.0,Ibagué
4713,KUR914,Nuevos,Kia,K3 Cross,2025,,4606172,87800000.0,CAMIONETA PASAJ.,80900.0,Pereira
4714,BAR842,Usados,,,2022,,1601361,67524385.572,AUTOMOVIL,0.0,Villavicencio
4715,VOL022,Usados,Kia,Picanto [3],2019,,4601275,46500000.0,AUTOMOVIL,45500.0,Ibagué
4716,BOQ683,Usados,Renault,Logan,2012,,8001134,24100000.0,AUTOMOVIL,24300.0,Pereira
4717,POU488,Usados,,,2017,49839.0,4601206,41000000.0,AUTOMOVIL,41300.0,Medellín
4718,APB024,Nuevos,Foton,Aumark,2023,0.0,18904061,137990000.0,CAMION,168000.0,Barranquilla
4719,NPL416,Usados,Hyundai,Elantra,2017,,3201342,55900000.0,AUTOMOVIL,55200.0,Cali
4720,LMX402,Usados,Renault,Duster,2019,46031.0,8006052,61400000.0,CAMIONETA PASAJ.,58700.0,Villavicencio
4721,HVZ532,Nuevos,Chevrolet,Beat,2020,,1601322,42800000.0,AUTOMOVIL,40500.0,Bogotá
4722,YVT179,Usados,Mitsubishi,Nativa [1],2016,74756.0,6208144,111800000.0,CAMPERO,114900.0,Soacha
4723,WKT189,Usados,Mazda,2 [2],2018,,5601154,59550000.0,AUTOMOVIL,55400.0,Ibagué
4724,FZA676,Usados,Chevrolet,Tracker,2013,,1606222,40400000.0,CAMIONETA PASAJ.,35100.0,Soacha
4725,XJH347,Usados,Ford,Edge,2013,107879.0,3008047,63690333.0,CAMPERO,61700.0,Pereira
4726,QYT940,Usados,Nissan,March,2016,,6401219,35000000.0,AUTOMOVIL,33600.0,Barranquilla
4727,AQA769,Nuevos,Suzuki,Swift [3],2023,,8801052,50600000.0,AUTOMOVIL,49600.0,Cúcuta
4728,EAJ045,Usados,Nissan,March,2016,,6401219,35600000.0,AUTOMOVIL,33600.0,Bogotá
4729,GUF235,Nuevos,Volkswagen,Constellation,2023,,9204031,336000000.0,CAMION,336000.0,Pereira
4730,QRO003,Usados,Suzuki,Swift [3],2023,,8801052,49200000.0,AUTOMOVIL,49600.0,Bucaramanga
4731,LIV898,Nuevos,Kia,Seltos,2025,2644.0,4606166,96720000.0,CAMIONETA PASAJ.,124600.0,Cartagena
4732,ZSC657,Nuevos,Nissan,Kicks,2021,,6406131,81700000.0,CAMIONETA PASAJ.,78400.0,Bogotá
4733,DLW708,Nuevos,Mazda,Cx30,2021,,5606100,103200000.0,CAMIONETA PASAJ.,82400.0,Medellín
4734,UXQ287,Nuevos,Mazda,3 [3],2023,10313.0,5601201,105204000.0,AUTOMOVIL,96500.0,Medellín
4735,LZG194,Usados,Hyundai,Tucson,2018,,3206096,92100000.0,CAMIONETA PASAJ.,80700.0,Medellín
4736,WCP803,Usados,Mazda,Cx5 [fl],2020,30143.0,5606086,107900000.0,CAMIONETA PASAJ.,102900.0,Barranquilla
4737,VRR965,Nuevos,Jmc,Jx,2022,2910.0,15804005,84990000.0,CAMION,0.0,Bogotá
4738,GAO539,Usados,Mercedes Benz,C 180,2012,,5801229,55500000.0,AUTOMOVIL,49900.0,Medellín
4739,KFU955,Usados,Renault,Stepway,2018,8879.0,8001177,48000000.0,AUTOMOVIL,46100.0,Barranquilla
4740,BBU140,Nuevos,Karry,Yoyo,2022,0.0,41807001,62300000.0,CAMIONETA REPAR,46100.0,Soacha
4741,CLR687,Nuevos,Volkswagen,Gol [5],2022,,9201161,55990000.0,AUTOMOVIL,0.0,Bogotá
4742,ETB222,Usados,,,2012,100194.0,9406027,63800000.0,CAMIONETA PASAJ.,51600.0,Cali
4743,DHM835,Usados,Volkswagen,Jetta [6],2015,,9201198,56000000.0,AUTOMOVIL,51400.0,Medellín
4744,QWX099,Nuevos,Hyundai,Tucson [3],2016,,3206090,79100000.0,CAMIONETA PASAJ.,69100.0,Cartagena
4745,PPL407,Nuevos,Hyundai,Getz [1],2023,,3201377,61700000.0,AUTOMOVIL,62500.0,Medellín
4746,RKR682,Nuevos,Ford,Ranger,2022,74798.0,3021086,150300000.0,PICKUP DOBLE CAB,127400.0,Bogotá
4747,TMD778,Usados,,,2022,,3401172,87931703.424,AUTOMOVIL,68400.0,Bogotá
4748,ELA714,Usados,,,2020,38482.0,9206078,71000000.0,CAMIONETA PASAJ.,72700.0,Barranquilla
4749,XID094,Nuevos,Renault,Stepway [2] [fl],2022,,8001210,67290000.0,AUTOMOVIL,61300.0,Bucaramanga
4750,OQW389,Nuevos,Chevrolet,Blazer,2023,,1606242,198390000.0,CAMIONETA PASAJ.,155500.0,Cali
4751,JGB895,Usados,Renault,Koleos [1],2013,,8006038,47100000.0,CAMIONETA PASAJ.,43900.0,Barranquilla
4752,ZEE537,Nuevos,Volkswagen,Nivus,2024,,9206083,99989999.0,CAMIONETA PASAJ.,93700.0,Bogotá
4753,SEM512,Nuevos,Foton,Frr-s,2022,0.0,18904066,162300000.0,CAMION,162300.0,Medellín
4754,HXA371,Usados,Chevrolet,Aveo,2013,,1601225,25500000.0,AUTOMOVIL,25900.0,Cúcuta
4755,WNS249,Nuevos,Chevrolet,Spark [3],2017,8.0,1601274,31900000.0,AUTOMOVIL,35600.0,Cartagena
4756,EKX263,Usados,,,2023,151246.0,1604093,124000000.0,CAMION,0.0,Bucaramanga
4757,XKF305,Nuevos,Ssangyong,Tivoli,2019,,8306049,67000000.0,CAMIONETA PASAJ.,61900.0,Barranquilla
4758,QLJ026,Usados,Volkswagen,T-cross,2020,,9206079,85400000.0,CAMIONETA PASAJ.,71300.0,Bogotá
4759,YNU298,Usados,Ford,Ecosport [2],2015,77000.0,3006130,47600000.0,CAMIONETA PASAJ.,42900.0,Barranquilla
4760,GFP336,Usados,Chevrolet,Sail,2016,,1601256,31700000.0,AUTOMOVIL,30400.0,Medellín
4761,HLV134,Nuevos,Mazda,3 [4],2023,,5601202,112450000.0,AUTOMOVIL,107700.0,Soacha
4762,ZHT821,Nuevos,Renault,Duster [2],2025,,8006080,96607000.0,CAMIONETA PASAJ.,97500.0,Soacha
4763,PTB936,Usados,Mazda,3,2012,,5601117,43000000.0,AUTOMOVIL,41300.0,Medellín
4764,AEK613,Usados,Bmw,G 310,2022,,817069,29200000.0,MOTOCICLETA,26600.0,Medellín
4765,DEF862,Usados,Ford,Fiesta [4],2013,,3001125,33000000.0,AUTOMOVIL,33200.0,Medellín
4766,EOA195,Usados,Kia,Rio R,2015,,4601162,39100000.0,AUTOMOVIL,35700.0,Barranquilla
4767,STZ576,Usados,Kia,Sportage [4],2017,,4606105,77800000.0,CAMIONETA PASAJ.,77300.0,Bogotá
4768,ZPQ823,Usados,Chevrolet,Spark [3],2012,,1601240,27700000.0,AUTOMOVIL,29200.0,Soacha
4769,QCA879,Usados,Suzuki,Swift [3],2022,,3499,61285000.0,,,Ibagué
4770,QHV810,Usados,Kia,Sportage [4],2018,,4606100,91600000.0,CAMIONETA PASAJ.,78700.0,Cali
4771,DJE072,Usados,Renault,Logan [2],2017,62077.0,8001175,35800000.0,AUTOMOVIL,34300.0,Soledad
4772,VKT185,Usados,Renault,Duster,2013,,8006033,39600000.0,CAMIONETA PASAJ.,39100.0,Medellín
4773,KDP702,Usados,Ford,Escape [3],2016,,3006124,61500000.0,CAMIONETA PASAJ.,54800.0,Bogotá
4774,MEX614,Usados,Chevrolet,Onix [2],2021,,1601341,55300000.0,AUTOMOVIL,51300.0,Barranquilla
4775,BYM485,Usados,Ford,Fiesta [4],2013,,3001128,32400000.0,AUTOMOVIL,33600.0,Soacha
4776,SAN968,Usados,Nissan,March,2013,,6401183,29600000.0,AUTOMOVIL,31000.0,Cúcuta
4777,BYA028,Usados,Suzuki,S.presso,2021,50846.0,8801055,37200000.0,AUTOMOVIL,35700.0,Bogotá
4778,YBU147,Nuevos,Mazda,3 [3],2025,,5601141,120660000.0,AUTOMOVIL,0.0,Bogotá
4779,SMT711,Usados,Chevrolet,Blazer,2020,,1606242,148600000.0,CAMIONETA PASAJ.,125900.0,Barranquilla
4780,TGJ594,Nuevos,Chevrolet,Tracker,2013,,1606222,42000000.0,CAMIONETA PASAJ.,35100.0,Bogotá
4781,TNH433,Nuevos,Citroen,C4 [2],2024,,1806038,92300000.0,CAMIONETA PASAJ.,79500.0,Soledad
4782,QMF032,Nuevos,Renault,Stepway,2022,50189.0,8001211,59600000.0,AUTOMOVIL,66300.0,Medellín
4783,IND657,Nuevos,Volkswagen,Taos,2022,,9206088,114100000.0,CAMIONETA PASAJ.,107400.0,Bogotá
4784,BRG641,Usados,Bmw,X1,2021,,806029,145000000.0,CAMIONETA PASAJ.,128600.0,Soacha
4785,RWT637,Nuevos,Ktm,390,2022,,17417060,24990000.0,MOTOCICLETA,24200.0,Bogotá
4786,RSS462,Usados,Chevrolet,Sail,2018,,1601312,35600000.0,AUTOMOVIL,33100.0,Barranquilla
4787,XTF092,Usados,Suzuki,S.presso,2021,50846.0,8801055,37200000.0,AUTOMOVIL,35700.0,Medellín
4788,RSN527,Nuevos,Jac,S3,2017,0.0,11306017,44100000.0,CAMIONETA PASAJ.,44300.0,Ibagué
4789,OPH851,Nuevos,Ford,Bronco Sport,2021,,3006148,138900000.0,CAMIONETA PASAJ.,127400.0,Soacha
4790,PKN147,Nuevos,Volkswagen,Virtus,2022,,9201255,66990000.0,AUTOMOVIL,66900.0,Bucaramanga
4791,MSN200,Usados,Ford,Edge,2012,90742.0,3008047,55500000.0,CAMPERO,57500.0,Bogotá
4792,VHR702,Usados,Renault,Kwid [fl],2023,,8001214,43600000.0,AUTOMOVIL,40800.0,Bucaramanga
4793,SXD195,Usados,Chevrolet,Onix [2],2022,,1601341,56900000.0,AUTOMOVIL,55000.0,Bucaramanga
4794,JRK048,Usados,Chevrolet,Spark [3],2017,,1601274,35000000.0,AUTOMOVIL,35600.0,Bogotá
4795,MVS508,Nuevos,Chevrolet,Beat,2020,,1601322,40000000.0,AUTOMOVIL,40500.0,Barranquilla
4796,AGY720,Usados,Chevrolet,Aveo,2013,,1601224,25500000.0,AUTOMOVIL,25900.0,Bogotá
4797,XFE103,Usados,Chevrolet,Beat,2022,,1601321,45100000.0,AUTOMOVIL,43100.0,Bogotá
4798,JDW533,Usados,Mazda,Cx5 [fl],2020,,2461,116259962.0,,,Medellín
4799,GPW622,Usados,Kia,Rio R,2016,,4601199,43600000.0,AUTOMOVIL,40100.0,Cali
4800,WOT106,Usados,Chevrolet,Sonic,2013,,406,29681167.0,,,Barranquilla
4801,UQY732,Usados,Fiat,500,2014,,2801113,37200000.0,AUTOMOVIL,38100.0,Cali
4802,JXB473,Usados,Ssangyong,Torres,2024,,8306085,127900000.0,CAMIONETA PASAJ.,127900.0,Bogotá
4803,ZZW716,Usados,Ford,Escape [3],2015,,3008052,71900000.0,CAMPERO,57700.0,Medellín
4804,VNN637,Usados,Chevrolet,Spark [3],2013,,1601240,28600000.0,AUTOMOVIL,30100.0,Barranquilla
4805,NOY049,Nuevos,Renault,Kwid,2025,189.0,8001196,50170000.0,AUTOMOVIL,0.0,Cartagena
4806,YJU016,Nuevos,Kia,Sportage [4],2025,,2229,145990000.0,,,Cartagena
4807,VDI871,Usados,Chevrolet,Sail,2017,,1601254,32200000.0,AUTOMOVIL,30300.0,Cali
4808,NYP464,Usados,Mazda,3 [3],2019,,5601141,73600000.0,AUTOMOVIL,66100.0,Medellín
4809,DVR968,Usados,Kia,Sportage [4],2019,,4606114,107200000.0,CAMIONETA PASAJ.,105400.0,Medellín
4810,XNB089,Nuevos,Jmc,Jx,2022,0.0,15804026,94100000.0,CAMION,94100.0,Bogotá
4811,PAB226,Usados,Kia,Rio R,2016,,4601200,41900000.0,AUTOMOVIL,41300.0,Cali
4812,TML035,Usados,Chevrolet,Sail,2016,,1601256,31700000.0,AUTOMOVIL,30400.0,Bogotá
