,id_transaccion,id_vehiculo,fecha_trx,tipo_operacion,monto,tasa_interes,fecha_financiacion,id_deudor,edad_cliente,ingresos_mensuales,Ciudad_cliente
5754,3157166,NFQ858,26/08/2024,Credito,53613836,Premium,02/07/2024,3139653,23,5775652,Soledad
5755,8156186,EGY428,02/05/2024,Credito,45182466,Preferencial,28/01/2024,4935107,25,7123854,Cúcuta
5756,6900769,CMP330,02/02/2021,Credito,133969815,Preferencial,27/10/2020,7768482,22,2146311,Cúcuta
5757,2400161,VIQ257,31/08/2022,Credito,21688687,Premium,11/06/2022,7941810,34,29101873,Soledad
5758,1469888,QBH601,04/11/2024,Credito,120513318,General,13/09/2024,5175339,61,32464500,Cali
5759,2052999,UYK888,15/10/2024,Credito,88920305,General,31/08/2024,1942092,62,2891513,Cartagena
5760,8599659,OBY770,27/08/2023,Contado,141727184,,02/06/2023,9372576,44,20534558,Soledad
5761,1396221,OMX803,17/10/2023,Leasing,96685442,,10/09/2023,9140088,51,19665206,Medellín
5762,8043357,YVE702,19/01/2023,Contado,122623371,,26/11/2022,2860009,63,11971994,Soledad
5763,1984998,XDS601,13/05/2022,Contado,165581211,,15/02/2022,7974484,59,29650528,Cali
5764,6273804,LEL421,28/01/2023,Credito,113412370,General,07/12/2022,3098525,32,14725752,Bogotá
5765,7121620,NTH455,28/09/2021,Leasing,134631865,,02/08/2021,9571543,26,19888128,Bogotá
5766,5137861,VMJ806,08/09/2023,Credito,139557967,General,22/07/2023,4026622,41,22652572,Medellín
5767,6858211,FNY765,08/07/2024,Contado,37142137,,01/05/2024,5557961,67,30942089,Soledad
5768,6852515,XIN181,13/08/2024,Contado,89440945,,04/07/2024,3646657,32,3243362,Ibagué
5769,2919732,ZLK036,17/04/2021,Contado,90834847,,03/03/2021,2530278,22,6207178,Soledad
5770,3716480,IIJ652,03/01/2024,Credito,43297746,Premium,30/09/2023,2714054,40,15051129,Barranquilla
5771,8227143,JIQ603,20/09/2022,Credito,106634272,General,09/08/2022,3673116,47,10696588,Cúcuta
5772,5280300,YEC673,12/08/2021,Credito,105331516,Premium,30/05/2021,7039200,31,27933370,Cali
5773,1826426,EEF552,26/01/2023,Leasing,87411593,,17/10/2022,1820602,39,3183888,Barranquilla
5774,7648944,GLJ590,28/06/2024,Leasing,79370788,,13/03/2024,6170839,51,7080300,Pereira
5775,2743401,MOW011,20/06/2021,Leasing,115653538,,22/02/2021,1000028,42,29807952,Cúcuta
5776,4271902,FJR649,29/08/2024,Credito,141225656,Preferencial,27/06/2024,1546543,41,16519261,Medellín
5777,6032021,ERZ434,03/10/2024,Leasing,131886308,,16/06/2024,3905816,32,25769259,Cali
5778,2016031,XIT603,05/12/2021,Contado,39701442,,24/08/2021,1458952,28,25153302,Cali
5779,6120446,VPU512,28/06/2022,Leasing,195550753,,08/03/2022,8812775,59,30223180,Soacha
5780,8627406,ABI215,26/08/2021,Contado,128636353,,06/07/2021,3142783,61,11573051,Bogotá
5781,1685672,NLF846,23/11/2024,Credito,108242898,Premium,12/08/2024,3571714,53,21817319,Cali
5782,8223562,FZY170,10/02/2023,Credito,61507910,Preferencial,26/11/2022,1686351,28,32591438,Medellín
5783,6934531,ZKY612,12/08/2021,Contado,61406422,,25/05/2021,3536100,36,17233966,Cali
5784,8686450,WHK180,20/12/2021,Leasing,66670806,,15/11/2021,4365083,35,32095016,Bogotá
5785,6011762,RML344,26/09/2022,Leasing,102308102,,13/08/2022,3626852,29,8503040,Barranquilla
5786,6826663,NPL596,05/09/2023,Credito,133367722,Preferencial,16/05/2023,6428734,56,3907284,Bogotá
5787,6791165,OPV840,02/07/2021,Leasing,42703251,,30/05/2021,9571543,26,19888128,Bogotá
5788,3531652,CAN776,30/12/2023,Leasing,65361654,,16/09/2023,7303628,42,24837296,Cali
5789,4983601,DMX315,25/07/2023,Credito,148067285,Premium,16/04/2023,2116668,26,31386737,Medellín
5790,9584289,VEA621,28/02/2022,Credito,141847166,Premium,22/01/2022,3544638,26,3695974,Cartagena
5791,2755648,OJE659,08/11/2021,Contado,40655050,,21/08/2021,9016634,27,9773812,Bogotá
5792,2343391,JZF952,18/12/2024,Contado,121721815,,01/11/2024,8775142,35,19096686,Cartagena
5793,8091888,PRD729,22/08/2023,Contado,116956486,,26/06/2023,8177653,52,11068194,Villavicencio
5794,5978346,AUK108,23/03/2022,Contado,120632551,,05/02/2022,4206671,49,20700722,Barranquilla
5795,7268939,EAW208,12/02/2021,Leasing,89196522,,26/10/2020,8977807,31,3800064,Bogotá
5796,7152085,HTO231,13/11/2023,Credito,101020693,Premium,27/07/2023,7380739,31,29435756,Medellín
5797,5953190,LVL643,18/07/2023,Credito,120673257,General,04/05/2023,5339107,52,32419815,Bogotá
5798,5307119,LNV308,17/03/2022,Contado,96238403,,17/12/2021,3153485,32,18126117,Soledad
5799,2466859,HNZ783,19/03/2021,Leasing,148388699,,12/02/2021,1096078,59,23670989,Bogotá
5800,7624574,LSI085,24/05/2024,Contado,188830691,,24/03/2024,8585103,62,11546566,Cartagena
5801,6620779,KHG945,05/12/2023,Leasing,57112645,,15/08/2023,5678697,33,23521834,Bogotá
5802,8407423,MVS508,08/05/2024,Leasing,68353508,,20/01/2024,9043256,40,23869976,Bogotá
5803,5813160,BSN905,15/04/2024,Contado,29585250,,10/03/2024,5516019,59,24174132,Cali
5804,9585578,SYW626,14/10/2021,Leasing,118239326,,13/07/2021,4027128,63,23352019,Soledad
5805,6485921,ZRU822,15/04/2024,Leasing,126163274,,27/01/2024,9553451,62,32743748,Bogotá
5806,6252811,DOJ629,13/01/2022,Credito,68941004,Preferencial,10/11/2021,9765710,23,17382005,Bogotá
5807,1530997,RBX806,18/06/2021,Leasing,56737017,,12/03/2021,5179357,49,16094527,Barranquilla
5808,2022931,VIP435,10/08/2023,Credito,35536780,Premium,04/05/2023,4450278,22,13435181,Santa Marta
5809,1227339,YDM439,13/03/2021,Leasing,139686678,,09/01/2021,4706542,40,17551807,Ibagué
5810,3882152,BFU881,31/07/2022,Leasing,72103671,,07/04/2022,7472088,61,28723037,Medellín
5811,3199768,YVS917,24/04/2021,Credito,55391504,General,20/01/2021,8697463,52,25026212,Bogotá
5812,9575255,FNL511,14/07/2024,Contado,67205385,,25/03/2024,2581380,29,32208837,Soacha
5813,9506251,JID901,25/02/2021,Credito,126533385,Premium,07/01/2021,6592540,44,29186295,Bogotá
5814,4144107,EKK143,22/03/2024,Leasing,53232244,,13/02/2024,6037864,52,23863035,Bucaramanga
5815,4771241,LLM873,10/10/2023,Credito,68741638,Preferencial,01/08/2023,1445483,50,29667715,Bogotá
5816,5410303,SXG268,02/05/2024,Leasing,99369804,,17/03/2024,4868362,47,2255821,Bucaramanga
5817,5383534,ZLL105,26/11/2024,Leasing,92217274,,11/10/2024,8278348,60,14955245,Medellín
5818,7082609,BHH428,24/11/2021,Leasing,63489434,,22/08/2021,3331114,48,6031968,Bogotá
5819,2196454,ACJ362,02/06/2023,Credito,27090724,Preferencial,29/04/2023,4630078,67,26315714,Cali
5820,6532627,VFJ289,15/05/2021,Leasing,95586559,,14/04/2021,3730171,34,26751845,Soledad
5821,4009833,KWV827,29/05/2021,Contado,48450274,,07/02/2021,7693676,47,25149810,Bogotá
5822,6705108,GJI968,06/12/2024,Credito,133499923,Premium,22/09/2024,7773814,43,22106916,Barranquilla
5823,5173031,OFI939,04/02/2021,Leasing,116834026,,16/12/2020,6474745,29,19374792,Soledad
5824,2707400,AED443,22/01/2024,Leasing,146891045,,10/12/2023,6354645,41,24904509,Barranquilla
5825,2284682,LNE445,15/05/2023,Contado,43865804,,23/02/2023,5947556,37,17950622,Soacha
5826,1434682,OTG113,20/11/2023,Contado,97912224,,24/08/2023,7709435,47,19628293,Bogotá
5827,9197748,JLV427,21/04/2023,Credito,140897543,Premium,17/02/2023,7237370,32,3137658,Barranquilla
5828,2986850,UOT824,14/12/2023,Credito,147067699,General,25/08/2023,9596333,41,25084563,Cartagena
5829,6165444,EGV578,30/10/2022,Credito,59585040,General,25/07/2022,6087412,46,22367784,Santa Marta
5830,6858604,VDZ176,21/08/2023,Credito,178728947,Preferencial,03/07/2023,3904402,63,30796357,Barranquilla
5831,7173297,UWA161,15/11/2023,Credito,43042806,General,28/07/2023,8220889,49,2805748,Medellín
5832,5652058,HYD569,20/08/2024,Credito,99279853,Premium,27/05/2024,4627620,37,2652789,Soacha
5833,9092527,WAY350,06/01/2023,Credito,117829447,General,28/09/2022,6120547,45,7599844,Cartagena
5834,5024258,VQU231,20/07/2023,Leasing,119982021,,03/06/2023,8844138,38,12798238,Bogotá
5835,1734394,KWT187,26/07/2022,Credito,73634598,General,25/06/2022,2187606,27,2076814,Bogotá
5836,4118598,AAQ410,05/12/2022,Contado,71214910,,27/09/2022,7649061,61,21755479,Villavicencio
5837,6264063,RIW650,26/01/2021,Credito,103004476,Premium,01/12/2020,9891570,64,15144719,Villavicencio
5838,4655431,LLH994,20/08/2021,Credito,143446225,Premium,27/04/2021,8378765,28,18081361,Bogotá
5839,8640180,MZH563,28/06/2022,Credito,49021861,Premium,10/04/2022,8741841,52,12588826,Cali
5840,4468297,ATI281,17/03/2023,Credito,46952321,General,31/12/2022,8129134,59,16432496,Cartagena
5841,2518480,ZUM413,13/11/2024,Credito,67395305,Preferencial,16/09/2024,6857503,27,13313066,Bogotá
5842,3653605,DMG109,27/10/2022,Leasing,148175084,,23/08/2022,9898117,64,31628617,Cartagena
5843,8628174,SCR957,19/06/2023,Contado,138508108,,18/03/2023,3634664,46,28659524,Cúcuta
5844,4700520,OHE327,09/02/2021,Contado,39778078,,17/12/2020,5538981,30,25215955,Medellín
5845,9884989,CSH567,19/06/2022,Credito,190759633,Premium,27/03/2022,1867366,65,24404069,Cartagena
5846,1671023,CIV713,14/02/2022,Credito,103831766,Preferencial,24/11/2021,1180278,62,23882505,Bogotá
5847,6794549,RRZ209,06/07/2021,Contado,127479536,,31/05/2021,3757263,55,25887344,Villavicencio
5848,6521992,GDR168,19/09/2023,Contado,99368294,,17/07/2023,8501558,31,10210427,Bogotá
5849,6146659,LEG495,09/05/2022,Leasing,82549225,,21/03/2022,2963907,43,11944362,Bogotá
5850,9340899,ROV765,09/02/2022,Credito,59261541,Preferencial,18/10/2021,1186587,57,26133606,Cúcuta
5851,5152251,CUS202,03/10/2024,Credito,127378138,General,09/07/2024,8089446,57,28061572,Medellín
5852,3881563,RHG782,16/01/2024,Leasing,135434147,,21/11/2023,8230496,29,16273893,Medellín
5853,8277325,OKV422,22/03/2021,Contado,44233067,,14/12/2020,6424154,30,10478337,Bucaramanga
5854,2472679,JAU232,16/10/2021,Credito,104022432,Premium,02/07/2021,8092661,40,18526844,Medellín
5855,1213745,VBA602,21/01/2022,Leasing,38929342,,29/11/2021,2989653,44,17461810,Bogotá
5856,2120209,FLY537,25/07/2021,Contado,49880731,,15/04/2021,3874184,64,12037319,Medellín
5857,8665172,IVE223,08/02/2024,Credito,140486870,Premium,28/12/2023,7463818,55,18803683,Medellín
5858,8216795,HDT758,04/06/2023,Credito,103205786,Premium,26/04/2023,6417348,23,16989383,Medellín
5859,7789278,ELE506,29/08/2024,Credito,122204235,Preferencial,10/06/2024,9796130,45,15286189,Bogotá
5860,8053336,FAD023,14/07/2022,Contado,61521411,,09/06/2022,4902028,35,29796546,Medellín
5861,4539052,YIV096,03/11/2022,Leasing,120612797,,20/08/2022,2318872,47,32311521,Cartagena
5862,4525456,PWF039,27/02/2024,Credito,127541956,General,06/11/2023,9473426,57,7916625,Villavicencio
5863,9520495,SAK571,09/08/2024,Credito,94875002,General,26/06/2024,8262641,27,16417479,Bucaramanga
5864,9310808,AQA177,13/10/2022,Contado,84417150,,19/08/2022,6608868,51,17347152,Cartagena
5865,7718328,SAA698,02/05/2023,Credito,83401764,Premium,13/02/2023,5777468,32,17460015,Santa Marta
5866,7845209,COV691,01/08/2022,Leasing,111028280,,11/04/2022,4075126,66,14737474,Bogotá
5867,6376573,STA032,27/09/2022,Contado,40428995,,06/08/2022,7986854,23,20944525,Ibagué
5868,3246897,WKT189,01/12/2024,Credito,54152305,General,12/09/2024,5368925,37,25323611,Medellín
5869,4133811,SZU201,13/02/2021,Contado,141386896,,29/10/2020,4492252,61,7184056,Cali
5870,5295521,PDD039,18/01/2024,Leasing,121786413,,27/09/2023,6272331,64,18498020,Medellín
5871,3710808,ZPP103,06/10/2022,Credito,89311982,Preferencial,22/07/2022,9059894,51,15952153,Bogotá
5872,6916566,YMY896,19/07/2024,Leasing,74630143,,09/06/2024,7303034,28,4487257,Soledad
5873,9028934,YRF381,12/09/2024,Leasing,44006891,,21/07/2024,2544615,40,16744686,Cúcuta
5874,3737095,CQO133,12/03/2022,Credito,49473744,Preferencial,28/11/2021,7980178,52,23393269,Bogotá
5875,1329846,PDP287,19/12/2021,Contado,100724155,,10/09/2021,1221875,30,24959427,Bucaramanga
5876,3175187,KLM725,22/09/2021,Credito,73548355,Premium,17/07/2021,5796875,64,14743150,Soacha
5877,5611368,TND070,26/07/2021,Leasing,133261913,,24/05/2021,8859583,67,19259683,Bogotá
5878,7281131,QGQ334,03/06/2021,Credito,137866951,Premium,25/02/2021,7464579,36,20012493,Pereira
5879,5417186,VOA112,24/11/2024,Credito,104972687,Premium,19/09/2024,6569982,35,15956542,Medellín
5880,1663760,CHO229,01/02/2023,Credito,174701804,Preferencial,16/11/2022,7485700,64,9538407,Cúcuta
5881,1872653,BKH164,11/03/2021,Credito,128040765,Preferencial,23/12/2020,4293796,23,3126677,Soacha
5882,4791666,RGK450,12/08/2022,Contado,81872557,,18/05/2022,2623316,55,6787932,Bogotá
5883,2667613,QVD835,07/12/2023,Contado,129977448,,21/09/2023,3895659,30,7143911,Bogotá
5884,5975759,PIS557,06/08/2024,Contado,76455815,,18/05/2024,9293337,40,15261636,Bogotá
5885,8659503,KMH132,18/04/2023,Credito,46156548,Premium,15/02/2023,1132364,60,2085948,Bogotá
5886,7854309,HLD711,16/06/2021,Leasing,97681344,,18/02/2021,7225036,32,27144389,Soledad
5887,4174838,WCW507,24/06/2022,Credito,73121807,Premium,19/03/2022,5956373,55,18973225,Bogotá
5888,2348192,FRM649,17/10/2023,Credito,65091370,Premium,31/07/2023,6191947,39,28462878,Bogotá
5889,6786988,VHV965,08/12/2024,Contado,48551683,,20/08/2024,1489989,57,8113469,Medellín
5890,5285481,WBG931,26/11/2023,Contado,50440518,,14/08/2023,4026622,41,22652572,Medellín
5891,2412334,QPJ997,15/09/2023,Contado,60364118,,26/06/2023,7735668,45,18542346,Villavicencio
5892,6294927,FIK152,05/06/2021,Leasing,110793063,,03/04/2021,2408169,65,19184336,Soledad
5893,7386049,EOH876,23/10/2023,Contado,115114906,,30/06/2023,3633952,48,11852435,Medellín
5894,5046578,ZUC489,30/12/2022,Contado,68512465,,28/11/2022,6764455,51,8232650,Barranquilla
5895,2305064,LGN557,09/05/2022,Leasing,112241674,,07/02/2022,3475894,40,9999366,Ibagué
5896,7532908,ETT527,07/01/2021,Leasing,48052428,,07/10/2020,4942199,51,26362785,Barranquilla
5897,6756630,JOH496,07/07/2023,Credito,96017403,General,05/06/2023,8337701,58,26214339,Bogotá
5898,4047562,YUL245,15/05/2023,Contado,136003502,,08/04/2023,9498783,23,11742013,Barranquilla
5899,2586281,KHY067,05/08/2023,Credito,131619333,General,01/06/2023,4800289,57,16838078,Soacha
5900,8929929,HZW553,04/08/2022,Leasing,62720543,,23/04/2022,1840197,43,12707595,Bogotá
5901,4398204,JOI128,23/03/2023,Credito,64667921,General,22/02/2023,6655515,37,15948153,Bogotá
5902,8658573,GAP416,19/07/2021,Contado,78310911,,17/04/2021,5056733,43,19691384,Cali
5903,4687039,IAV550,15/03/2022,Contado,80697414,,05/12/2021,2490980,22,22095257,Soledad
5904,5119017,UCW246,27/06/2022,Credito,124123215,General,12/05/2022,1201723,45,20882559,Bogotá
5905,9959493,JZQ618,24/01/2023,Credito,115466949,General,29/11/2022,5024158,57,8183627,Medellín
5906,9574021,EBM415,07/03/2021,Contado,46448820,,18/11/2020,4121469,55,32147338,Ibagué
5907,6193880,NBV939,12/04/2022,Leasing,197408590,,12/01/2022,4917575,34,18044911,Medellín
5908,2705189,ICS578,23/10/2021,Credito,149581301,General,13/08/2021,2486357,39,23167913,Soledad
5909,1425862,OPC806,01/04/2023,Contado,131596354,,21/12/2022,4902394,54,18782511,Cali
5910,8342053,FWN416,29/08/2022,Credito,120493648,Premium,11/05/2022,8393909,60,9719208,Barranquilla
5911,1519670,XIU211,25/11/2024,Leasing,134343506,,16/09/2024,9107111,41,9192694,Bucaramanga
5912,8743123,IDS929,13/06/2021,Leasing,88976785,,04/05/2021,8085023,51,7671366,Barranquilla
5913,7341738,QCX588,28/11/2021,Credito,135272370,Premium,18/10/2021,1086134,62,28194885,Ibagué
5914,6317788,CVE150,20/07/2024,Contado,51241112,,07/06/2024,7107051,26,19840618,Medellín
5915,1517136,YDW902,27/07/2022,Leasing,69687321,,27/05/2022,7603683,64,25989478,Cali
5916,2509680,JKZ215,01/08/2022,Contado,91314441,,17/05/2022,4142075,62,8843344,Bogotá
5917,1246106,PZR170,11/08/2022,Leasing,116755165,,07/06/2022,4701256,33,22702216,Cartagena
5918,4061390,HXT514,28/08/2024,Credito,101727964,Preferencial,22/06/2024,8658708,49,4717466,Bogotá
5919,6774925,PLI601,17/05/2023,Contado,37538106,,26/03/2023,3086554,58,26104335,Santa Marta
5920,6529945,DWT846,11/01/2024,Leasing,134246221,,04/12/2023,4001208,65,8173212,Bogotá
5921,5607437,MWG822,30/03/2022,Credito,125486327,General,19/01/2022,5529095,59,8877281,Bucaramanga
5922,6014667,YKI125,28/04/2022,Contado,71805117,,08/03/2022,1539796,59,17783612,Bogotá
5923,2069484,WIH985,09/07/2022,Credito,87113470,Premium,14/05/2022,9230891,39,11779093,Medellín
5924,6075634,GSW841,18/10/2022,Contado,45493558,,06/08/2022,9289013,35,4097582,Barranquilla
5925,6253235,KTQ583,01/02/2024,Contado,108668868,,20/12/2023,4935979,35,23908885,Bucaramanga
5926,7052508,XWU436,06/06/2023,Leasing,114303253,,17/04/2023,7318471,65,16479115,Bucaramanga
5927,8603049,FLO585,08/04/2022,Contado,87781829,,21/02/2022,6396893,54,26268759,Ibagué
5928,8737203,CIB111,05/04/2022,Contado,70201411,,24/12/2021,9285028,67,16819085,Medellín
5929,8560569,VXV869,04/03/2021,Contado,81876403,,04/12/2020,9058080,45,20445844,Barranquilla
5930,8913979,QHV371,22/02/2022,Leasing,145630359,,05/11/2021,3473333,27,23626332,Bogotá
5931,9621583,XSI495,07/05/2024,Leasing,114721549,,22/03/2024,2192772,37,15499787,Bogotá
5932,1252649,ZMZ369,28/01/2023,Credito,111304939,General,25/11/2022,4616916,32,2857276,Villavicencio
5933,7579453,NJH101,27/06/2021,Leasing,48195489,,19/03/2021,9800519,36,13092059,Bogotá
5934,9143434,SQW991,03/09/2024,Credito,119885984,General,12/07/2024,6469153,24,18838125,Barranquilla
5935,9125852,XVP596,24/10/2022,Credito,83267320,Premium,23/08/2022,7550318,50,28940778,Bogotá
5936,2248061,KGM508,24/05/2021,Leasing,143949321,,01/03/2021,8939362,50,22033563,Bogotá
5937,1092668,UNN015,25/12/2024,Leasing,139630472,,01/10/2024,1282292,38,6998591,Bogotá
5938,4150134,SWH390,13/01/2023,Leasing,95434027,,01/10/2022,9107411,29,23178381,Bogotá
5939,6894273,OTX755,06/05/2023,Leasing,182922504,,13/02/2023,4514634,29,21956430,Bucaramanga
5940,9446261,QGV079,19/05/2022,Contado,139650387,,09/04/2022,7453027,33,31476458,Bogotá
5941,5393107,JAA342,03/04/2022,Leasing,138591121,,19/02/2022,2881970,45,17253177,Soacha
5942,4912497,UVO871,22/01/2021,Leasing,144815432,,06/10/2020,6727793,30,16164184,Bogotá
5943,8132227,QKZ904,28/09/2023,Leasing,82722073,,12/07/2023,5822130,24,21197919,Ibagué
5944,8509736,QSX106,07/12/2024,Leasing,143481731,,01/11/2024,6426581,59,15130617,Santa Marta
5945,8364801,GIF865,19/05/2021,Leasing,107383072,,19/02/2021,7681532,42,27928924,Soacha
5946,9154154,USD457,04/07/2024,Leasing,142546766,,03/05/2024,5044200,51,29996124,Bucaramanga
5947,5941963,ZHU864,19/06/2021,Leasing,88978286,,02/04/2021,8076167,66,5881641,Medellín
5948,2744852,NLE119,26/04/2024,Contado,102532469,,09/02/2024,6643614,22,24838622,Cali
5949,1078972,RQZ831,16/06/2022,Credito,88177525,General,25/04/2022,9691949,67,22330508,Santa Marta
5950,3428902,MEI027,16/09/2024,Contado,100440101,,10/07/2024,6398481,47,26983364,Villavicencio
5951,5377728,XHS177,06/02/2021,Credito,31502802,Preferencial,06/01/2021,1633091,48,6651775,Cartagena
5952,6214932,QQA453,03/02/2024,Contado,64187258,,28/10/2023,4272707,62,8011222,Bogotá
5953,1658433,GXE963,01/08/2024,Credito,82952074,Preferencial,27/05/2024,1925651,49,21008330,Bogotá
5954,1793657,WMV416,04/09/2022,Contado,148683950,,30/05/2022,3665777,25,11506304,Ibagué
5955,4783874,MQI167,08/02/2022,Contado,44874276,,12/10/2021,6365808,60,32992412,Bogotá
5956,3912670,BZS784,15/03/2022,Leasing,64716765,,03/02/2022,6501591,58,20981108,Bogotá
5957,2558397,WUR022,26/11/2023,Credito,139434416,General,09/09/2023,9606930,47,32021937,Cali
5958,4407125,EQY372,03/11/2021,Credito,50055945,Preferencial,15/09/2021,3553652,64,29699547,Medellín
5959,6270800,QTS377,16/04/2021,Leasing,103288322,,28/02/2021,9269261,31,29862054,Medellín
5960,6060000,YPN783,24/06/2023,Leasing,40074420,,12/03/2023,1920338,67,30033825,Bogotá
5961,3107306,YTI398,27/01/2024,Contado,132273440,,20/10/2023,3477096,54,32191517,Bogotá
5962,2691491,ADI539,31/05/2023,Leasing,136456239,,26/04/2023,2652696,33,9782519,Bogotá
5963,8987429,XYZ076,16/05/2021,Leasing,143984413,,27/03/2021,3201484,53,20302844,Bogotá
5964,6376167,CTL632,29/08/2023,Credito,98027810,General,07/06/2023,7904949,59,32107951,Santa Marta
5965,2591843,UCC542,16/06/2022,Credito,118859521,Premium,18/02/2022,2061009,48,29617564,Bogotá
5966,9956516,IEZ148,23/03/2021,Contado,60470016,,22/02/2021,5516080,35,18813616,Bogotá
5967,5494551,XAU442,25/07/2023,Credito,98185651,Preferencial,07/04/2023,1894569,56,22570585,Medellín
5968,6663789,ULD320,28/10/2022,Credito,37577066,Preferencial,11/07/2022,7714358,41,17555303,Medellín
5969,1561187,IOO633,24/09/2021,Contado,55146946,,23/07/2021,4921593,59,16566538,Soacha
5970,2191408,KON013,27/06/2022,Credito,110468307,Premium,11/04/2022,4179970,44,16826148,Bucaramanga
5971,5818599,NAB279,14/07/2022,Leasing,89166563,,20/04/2022,6663556,31,30923798,Ibagué
5972,2627160,VJY588,12/12/2023,Contado,100004981,,09/11/2023,6225169,65,30380802,Soledad
5973,8026005,ZLP325,04/11/2023,Leasing,79105423,,20/08/2023,5053318,32,30823485,Barranquilla
5974,6235311,ZRJ211,04/04/2021,Leasing,144592521,,02/03/2021,1339972,50,14766758,Bogotá
5975,9724462,OFA043,30/04/2021,Contado,60111836,,06/02/2021,1986160,64,9671848,Medellín
5976,4774817,KUB130,12/03/2021,Leasing,74927072,,12/12/2020,4008519,50,4435129,Bogotá
5977,3035564,FTJ994,29/09/2023,Leasing,152752723,,04/07/2023,4371304,49,8745118,Cali
5978,5203691,SVW449,26/04/2023,Leasing,57120352,,16/03/2023,9633512,47,25340159,Soledad
5979,4757876,TOE000,08/04/2021,Leasing,128170944,,31/12/2020,4155761,64,26934257,Soacha
5980,2197420,WWP713,28/11/2021,Contado,43127493,,23/09/2021,7881251,32,32745051,Cali
5981,5253734,LOZ044,27/08/2023,Credito,145916943,General,02/05/2023,2032897,36,3976938,Soacha
5982,9414938,AQI759,25/12/2022,Contado,153341173,,19/10/2022,8287209,26,27259405,Soledad
5983,9079864,WES014,01/10/2024,Credito,53253161,General,06/06/2024,8210155,66,22628366,Soacha
5984,5222701,VJX420,16/05/2021,Leasing,66071467,,03/04/2021,7534867,51,11750151,Bucaramanga
5985,6347954,TOW939,28/03/2022,Credito,120369321,Premium,21/01/2022,3489442,48,10517912,Cali
5986,6112718,IDZ016,27/08/2024,Leasing,122957387,,25/05/2024,9287003,30,27170857,Bogotá
5987,7417462,DTM841,05/12/2021,Leasing,133093843,,16/09/2021,1259256,56,6827054,Cúcuta
5988,6996571,OHL065,10/01/2021,Credito,133862986,Preferencial,01/10/2020,2347566,59,28981758,Medellín
5989,6725764,WUN573,09/10/2024,Contado,62428655,,19/08/2024,3957080,56,32991112,Bogotá
5990,9353364,UUZ247,07/06/2024,Leasing,125158577,,02/04/2024,6157929,36,25512722,Pereira
5991,8664680,KAW994,06/06/2022,Leasing,69024249,,22/02/2022,5182794,39,28271023,Cúcuta
5992,8646945,ZAU254,01/09/2024,Contado,118633051,,20/07/2024,6462357,34,24681702,Cartagena
5993,6023549,GCK819,01/03/2024,Contado,115399013,,22/12/2023,1943251,66,27858237,Barranquilla
5994,8252511,ERZ466,06/05/2023,Contado,89897494,,30/01/2023,2661966,61,11688226,Villavicencio
5995,4852868,XHG771,30/10/2023,Credito,127152914,Preferencial,11/07/2023,1538473,66,5311278,Bucaramanga
5996,9742216,DVT317,10/01/2023,Leasing,110004787,,24/11/2022,5349542,65,13455475,Soacha
5997,5066471,QSX793,23/09/2021,Leasing,78855291,,30/06/2021,9792830,63,5098658,Bogotá
5998,8989288,PGD504,17/10/2024,Credito,77191057,Premium,30/06/2024,6200304,42,20035907,Bogotá
5999,8368295,HOE057,10/12/2024,Leasing,149204261,,02/11/2024,5221248,63,7432503,Barranquilla
6000,3575528,GWK209,09/04/2022,Credito,93928203,Premium,04/01/2022,2163453,38,29505780,Santa Marta
6001,4365680,WHM047,20/07/2024,Leasing,128285901,,07/05/2024,3722042,33,18217304,Cali
6002,4337834,RJU263,17/04/2023,Contado,115102196,,09/02/2023,3741611,52,31726025,Soacha
6003,3593864,KAL038,23/05/2022,Contado,37499797,,18/02/2022,8035222,49,3685859,Medellín
6004,4089073,TYY832,24/02/2021,Credito,109145282,General,18/12/2020,8140310,40,17989627,Villavicencio
6005,2823470,PEU889,18/12/2021,Credito,149759702,Premium,27/10/2021,8380498,47,20822547,Santa Marta
6006,1618013,YTM165,28/05/2021,Leasing,172954378,,19/04/2021,9272277,35,27725643,Cúcuta
6007,2745539,VUI625,01/09/2023,Credito,74667121,Premium,24/05/2023,3260625,47,30968302,Soacha
6008,2256151,LAI139,24/05/2021,Contado,59398162,,23/04/2021,2248373,63,25503270,Soacha
6009,8821603,ATR119,16/10/2021,Credito,115217958,General,13/09/2021,5518418,62,19978575,Medellín
6010,8618636,GOX604,25/12/2022,Credito,140536709,Premium,18/10/2022,9570591,40,19495510,Soledad
6011,9435723,YJU016,09/04/2023,Contado,77407856,,14/12/2022,2265474,41,24224812,Cali
6012,4911851,DTD865,19/01/2023,Credito,111293700,Premium,10/12/2022,8303060,53,12549429,Soacha
6013,7998417,RHH998,12/04/2022,Credito,111059868,Preferencial,20/01/2022,5627492,38,29638211,Pereira
6014,1625715,ELN687,26/05/2022,Credito,81768832,Premium,31/03/2022,3484936,22,32764787,Bucaramanga
6015,5968057,OLR447,17/01/2023,Contado,105176086,,02/12/2022,2850266,31,19078368,Cartagena
6016,1560021,KTF715,24/05/2021,Credito,169661698,Preferencial,19/04/2021,5745716,42,17928081,Medellín
6017,6860783,BZU821,29/04/2023,Leasing,121706917,,01/02/2023,1721298,58,12757423,Cali
6018,8950032,ACT076,18/04/2021,Leasing,23410111,,20/02/2021,2119419,23,12612424,Soacha
